text,sentiment,group
alegriaaar hj,1,train
username imitar la cucarachar   cucarachar barato espanhol username hahahhahahah,1,train
dclp rir anel caber dedo gordinho encontro,1,train
mano comida resto slc,0,train
lir amor serginho família,1,train
maiara maraisa arrasar maiaraemaraisanobial,1,train
leonardo masterchefbr,0,train
sair   ,0,train
lir   maluna,1,train
username amei   vejar hora comentário  ,1,train
Ah porrar crer victor sair foder,0,train
saber Maconha cheirar haha,0,train
username hoje   borar fofocar number hs vivo horadafofoca falar ai saudade tati Marcelo    ,1,train
querer juliana thenoiter maluma,1,train
enlouqueci nata rock nacional,1,train
embuste mezanino poder eliminar,0,train
yoko estar torcer voce,1,train
objetivo vida feliz yuko,1,train
aguentar criança falar fofurice pra mães,1,train
lir ensaio rafa brite filhote vídeoshowaovivo,1,train
hoje tá amor,1,train
ai deu azul             ,1,train
username prévia morta masterchefbr,0,train
branco querer falar pro negro preconceito   q odiooo,0,train
falar pensar dizer pergunte falar falar,0,train
hoje dia   ja jantar hora programa comer ficar triste,0,train
maania meter ervilha aaa,0,train
fátimar correr risco coisa estúdio furtar username hahaha,1,train
gente carlo interpretar gustavo belo paisagem     homem lir,1,train
username baço baiano simplesmente delicioso iguaria gostoso fígar   passarir,1,train
programaencontro convidar falar importância famíliaum tapo cara fátima bernarde,1,train
tá criticar familia tal super centrar educado organizar linr parabem,1,train
lindir tá unicórnio,1,train
comprar cd voz rodrigo santorar falar,1,train
username sentir conversa c   santorar americano trump informar enviar mensagem errar conversacombial number,0,train
padre fabio Melo despertar luxuria mulher gay luxuria pecar,0,train
dougla sair la gisele programa masterchefbr,0,train
ana Maria tentar pessoa sintar sair em é taís araújo,0,train
celular zeca pagodinho tocar hora gravação tentar disfarçar kkk tô rir,1,train
pai achar adotar mãe pular cerca,0,train
amei tudooo esperar voltar,1,train
perca dramaturgia brasileiro ir deu nelson videoshowaovivo,0,train
qdoer playback certo tchan altashora,0,train
quantooo amooor,1,train
nss amo programa 24k euamoafatimabernarde,1,train
tô cair sono preciso sair,0,train
emocionante homenagem galera username fazer carlosalbertonóbreganothenoite,1,train
bom master cara boca paola,1,train
  importar ater católico intencionar tds querer humanidade padre,1,train
aeee conseguir terminar masterchefbr,1,train
diguinho guardar Juju kkk diguinhoguardajuju username username,1,train
memória dizer Carlos ficar casado number ano eva number ano,0,train
hoje torcida pro valter herzmann comigo florianopolisnomasterchef teamvalter manézinhodailha,1,train
assar queijo ferro    ferro virar churrasqueira  ,1,train
ouvir augusto cury falar ansiedade conversar medo dar taquicardia Ansiedadepóstraumática,0,train
agonier contagem voto masterchefbr,0,train
programa maravilhoso emoção tv alto qualidade,1,train
beleza sandy username Sandynoencontro,1,train
partir assistir reprise sofrer saida username pq de esse rever cena q estraçalhar   ,0,train
filme baixo audiência        escuridão total tchan vanessa mata claudialeittenasabrino fabricadecasamento titanic,0,train
dougla doido hahhahar perder chance participante épico,0,train
username íntima maluma bff,1,train
cultura estupro existir cara bunitinho,0,train
alto hora   dia mãe justo tchan cantar olhar quibe altashora eotchan diadasma,1,train
bene barboso tá fodastico,1,train
zero1 zeroum minuto graça esperar pra assistir    globo,1,train
ar galerar porra ficar sério,1,train
saudade Username G1em1minuto,0,train
cachorro comer pantufa unicórnio namaria kkk,1,train
semana chorar,0,train
filho username muuuito fofo,1,train
bial falar pensar padre pop haha,1,train
kkk namario queimar mão,1,train
acordar voz jesussursr   amooo     nandorel,1,train
tombo acordar vitor b eliminar mirian Leonardo continuar programa Afferson,0,train
moda cabelo pixar,0,train
carolr paixão amor sexo tô torcida      forafernandar,1,train
cara comer dogão balar Menino vitor,1,train
prazer fofura filho Thomas username,1,train
tirar pedaço bosta show fe dar p raul comida de ele prévio,0,train
bom vídeo Marcelo kkk mainha q figurar,1,train
to gritar ver,1,train
fiquei nervoso telefone moço tocar programa   definitivamente irrito rsrs,0,train
Nayane fabrizio dougla cara gente ver perdir,0,train
fatima divaaa   carar amo mulher,1,train
hinooo mercearia itabirito tá programa fátima multinacional chegar encontro,1,train
Hhaahahaahaaa ter plateia ir auê,1,train
dougla sair mirian ficar gostar,0,train
pra livro username história samba aula,1,train
nao passar nenhum roupa passo outro amarrotar   maisvocê,0,train
username gostar fofoca    ,1,train
navidasouaqueleque vida preparar prato   q comer frio   comer esfriar sabadodetremurasdv,0,train
fico imaginar mesa namaria comer,1,train
maravilhar pgm senhor kkk,1,train
orgulho,1,train
tô hidratar hein kkk,0,train
namario pelamordedeu escurecer raiz cabelo tá água salsicha madeixa maisvoce,0,train
graça assistir username masterchefbr,0,train
ot Costa tô amar username     fatimabernardesnovideoshow,1,train
deixar yuko sair   bastar tombo jiang,0,train
tar forçar programa,0,train
inveja plateia rs username,0,train
emocionar ver retrospectiva mãe serginho Groisman mãe,1,train
entrada programa ver escrevi nome mundo errar    ,0,train
amor username crescer orgulho clube encontro adoteumpequenotorcedor,1,train
bom prova eliminação mdss,1,train
impressionar transformação viviane pasmanter novela descobrir q irmã falar maisvoce,1,train
machista escrotooo falar merdo,0,train
graça peixe equipe vermelho ana,0,train
username vida matéria acumular evaristo netflix Ne enterrompem,0,train
ai to tristar pq vitor sair,0,train
sorte hoje,1,train
vdd tbm time vermelho montar time melhor infelizmente,0,train
gostar ana Maria pijama pantufa unicórnio kkk  ,1,train
lindar homenagem serginho diadasmães,1,train
ana luizar coração ganhar programa,1,train
jeito michelle lembrar username number maravilhosa,1,train
to apaixonar luke username lir videoshowaovivo,1,train
ninguém aguentar mirian Leonardo,0,train
dar chance vitor acidente considerar justo masterchefbr,1,train
terça começar forrar estômago volta 8pm pra fome hora   sigo tentar,0,train
impossível ouvir tchan ficar parar altashora,1,train
assisto chegar conclusão involução globo jô soar infinitamente bom,0,train
chamar geiza pra prende politico investigar vídeoshowaovivo,0,train
gostar memoria nacional oportunidade conhecer gente,1,train
fabrizio atrapalhar quebrar ovo,0,train
paola olhar vida ganhar,1,train
tenso masterchefbr,0,train
achar serginho apresentador gostar hoje dia   tirar ss lógico,1,train
mainha sardinha fresco hoje troféu pra   tá cheiro,1,train
fiuk lir maravilhoso maisvoce Viva viva,1,train
maiaro maraíso ir curtir modao username,1,train
sardinha Foda,0,train
querer assistir   palma jesui rr soar ta pensar,1,train
Bruna lindo sophia vc linda alternativa   bjs,1,train
mulher,1,train
  temporada ter repescagem username volta  ,0,train
nabby gente de elas encontro,1,train
amo ouvir dráuzio,1,train
canja masterchef masterchefbr,0,train
quantico showrunner passar grade band hahaahah,0,train
fogaça Homão porra,1,train
deu hoje emocionante,1,train
homão bicho,1,train
domingo conseguir assisti  ,0,train
sandyleahr    enter gente amo vc jovem velho velho jovem,1,train
bagaceiro barco maisvocê,0,train
dar fome ushaush,0,train
morto fatima falar q nao falar q esposo      ai q direta,0,train
perguntar absolutamente ir pra pessoa opinião dr graça Masterchef,1,train
hj chorar começo,0,train
problema gps,0,train
principal notícia Brasil mundo username sbtnotícia percar,0,train
descobrir zé felipe chato novela ator,0,train
Louro falar abóbora kkk thal dizer filho de ela comer abóbora,0,train
username complicar manhãs masterchefbr,0,train
tô terminar episódio hoje tô ar,0,train
alguém meme Alexandre Rossi mostrar balão André edecasa ser providenciar,0,train
username causar emoção pleno sextafeira chuvoso chorar junto cb Theodoro Username Username username,0,train
cara enorme dieta engorda,0,train
ai bosta matéria frango passarinho pular convidado Caramba Maisvoce,0,train
sandy ta cantar evidência pra bom dia hj,1,train
ler spoilerzinho fiquei preocupado Yuko,0,train
lembrar guarda juju vivo saber ok    username Username Username Username Username username,1,train
laí Sousa linda 3,1,train
saudade namario,0,train
tô acreditar ana Maria vester unicórnio maisvoce,0,train
apaixonado neném,1,train
pensar algar presidente ver tag,1,train
saco pra discursinho    rito lee conversacombial,0,train
quadro adulto voz criança sensacional   ,1,train
ai lir car tdm incentivar victor b paolla nervoso pra caramba  ,1,train
ana maria mostrar incomodado thais araújo comer abóbora,0,train
impressionante leonardo chato miriam mau,0,train
ana furtar ótima Cabelon escuro nao ter ver edecasa,1,train
começar prévia masterchef tô catar pra comer,1,train
começar hoje temer tá bombar jesus acuder,0,train
alar namaria pijama pantufa unicórnio     maisvocê,1,train
username time azul masterchefbr,1,train
fome pra assistir,0,train
amo victor capitão,1,train
ir comer pra forte pro clipe,0,train
simplesmente magnífico username perna lindaaas brasilll       ,1,train
ciúme Mistercatra otrajearigor Rocknaveia embrazandooo username,0,train
douglas sair mirer ficar masterchefbr,0,train
Tiago laifert ir esquecer olho,1,train
valter critiquei,1,train
par convidar Laís Souza pauta vida gente uó,0,train
alguém avisar pra ingrid Guimarães ngm ligar pra annaquim bom personagem novela pasmanter,1,train
fátimar bernarde esbanjar simpatia beleza fãn linda beringelo   ,1,train
gente caos controlar,0,train
ir gente    ir torcer pra cobra eliminar,0,train
username quadro adulto voz criança adoro   kkk,1,train
putar parir fabrizio,0,train
assar coxa coxa jesus,0,train
agr hora verdade bye bye mir,0,train
amo rafael cortez externa,1,train
lal Souza altashora,1,train
bial falar nome mel certinho,1,train
proibir hoje camisar masterchef masterchefbr,0,train
arrasar username kkk,1,train
chorar poema,0,train
bomdir unicórnio comer nuvem algodão doce ana Maria,1,train
acabar rir maluco username,1,train
laís Souza tá entediar gente uó pergunta serginho altashora,0,train
nao curto mulher ai nao mto Fdp mallandro acusar abuso sexual     pornô,0,train
eeee thenoiter ar ir acordar,1,train
tristar pq crush sair,0,train
nayane Victor b ser piores trio amigo novinho ser tombar masterchefbr,0,train
engraçar paola perguntar pro vitor ter sardinha Curitiba diferente   bicho,1,train
homem     username,1,train
homenagem dia mães   globo,1,train
username parabéns number rj desemprego gente precisar acordar number,1,train
moda pegar novinho kkk,1,train
username username ter respescagem masterchefbr,0,train
poxa tar comemorar saída mirian paola começar falar douglas,0,train
sofrer lembrar Season premierir houseofcards ser dia episódio  ,0,train
to chorar soluçar,0,train
fátimar bernarde obra arte eclético lindar história merecer cinema videoshowaovivo,1,train
username saudade wando romântico,0,train
homem monstro encontro,0,train
sardinha ficar microespinho prender dente,0,train
luíza atrasado vitor b pai céu,0,train
viado Coreô representar pessoal twitter,0,train
Morri bial recitar música number,0,train
vitor sair bora aceitar desistir torcer reality show,0,train
fátimar bernade mulher guerreira,1,train
dougla típico jovem leite pera,0,train
username username focar bom velho surdo arrasar,1,train
to triste saída username,0,train
to torcer pra equipeazul vitor lamber dedo passar frango nojento,0,train
username diabético sofrer infarto achar flexão kkk,0,train
mulher serginho groisman meigo af,1,train
username Username username q tir tt gostar   ,0,train
Tiago lir estava saudade   username,1,train
alienado tiago leifert chato imaginar criança adolescente,0,train
óculos username Foda adorer ordinário,1,train
chorar number idioma,0,train
victor b saír desistir vida fácil,0,train
jesus tô lamber tv normal thenoite,1,train
jeitinho cafajeste socorro,0,train
competição infantil Austrália EUA colômber criança cozinhar bom marmanjo,0,train
poxaaa username reparar cortar cabelo videoshowaovivo,0,train
menino orquídea    seguro microfone  ,1,train
dia prato abóbora virar gourment Araujo comerio kkk,0,train
equipeazul tô torcida tá difícil migues masterchefbr,1,train
pra ficar bom mirer sair ir soltar grito acontecer,0,train
q história date paola entender jacquin delicadamente fogaça explicar masterchefbr,1,train
repórter programa fátima Crush certo,1,train
programa hj Muuuitooo casal diferença idade lindo lutar tds  ,1,train
assistar pessoa sábio incrível vida,1,train
achar q dever consulta augusto cury,1,train
amo Fatima dançar mds mulher  ,1,train
programa incrível username hoje charlie hunnar username fechar number ídolo number em é username,1,train
acreditar perdir hoje vanessa mata tchan   vida inteirar  ,0,train
avisar pro machistazinho ai esponja rolaaa segurar irmão encontro,0,train
amo marco Belutti,1,train
chorar horror relembrar hebe falar dever morrer pessoa lindo,0,train
simone simar irmã galvao anoa number kkk,0,train
username tar hoje junto username vejor hora de eles anunciar bela emillyaraujonovideoshow,1,train
fechei loja correr pra casa começar,1,train
adorar programa    ,1,train
globo ja contratar mirian,1,train
username esperar dedo estar bom cuidado pq vc quase perder dedo   saber   ,0,train
começooouuu username maiaraemaraisanobial,1,train
chamar Demi lovato conzinhar cantar promises ótima cozinheira   ,1,train
decepcione vitor merecer chance  ,1,train
fogaça prévio aaa,1,train
padre pop rs,1,train
vitor b sair gente,0,train
vanessa mata amooo,1,train
Lindaaa to apaixonar,1,train
q ir miojo Gourmet pra janta   ,1,train
dougla sair mirian ficar a h velho,0,train
assisti triste vitor b sair,0,train
morrer rir username          ,1,train
acabar descobrir super pessimista bom hein encontro,0,train
show bola parabéns,1,train
fé pai Bruaca mirim sair hahahahah,0,train
puto sdds Hebe,0,train
filho serginho fooofooo,1,train
lair pra ir pro,0,train
tô morrer Thomas              ,1,train
estudar História igreja catolico causar construtivo,1,train
aa equipe azul tá enrolada,0,train
cora cara mãe achar atriz lindo,1,train
ate assistir,1,train
username vamo paola vamo username     deixar comigo          ,1,train
mães visitar filha cadeia ser q machismo culpa homem conversacombial,0,train
filho seginho gritar,1,train
ver vcs mandar bjs pra angra rei,1,train
ligueir tv deparo padre fabio Melo   assisto programa amar vlw globo  ,1,train
q familier Lindaaa,1,train
serenidade intelectualidade drauzio varello impressionar    username,1,train
Thomas,1,train
mds oe q menina cantar       ,1,train
homem nojento agr olho ouvir sangrar,0,train
paola carosella óculos religião  ,1,train
querer caso Contigo username,1,train
vitor sair deu tô,0,train
sorriso lucero pra lorena olhar estrutura,0,train
username cidadão família brasileiro gostar receber casa café rosquinha altashora,1,train
prova norte emocionante pra caramba boateve sangar pra caralhothe north Remembers,1,train
to triste,0,train
Leonardo difícil purê abóbora probabilidade errar,0,train
confessar chor deixar victor cozinhar,0,train
chorar fico pena mirian,0,train
olá username precisar dormir vamo agilizar comercial,0,train
saudade lucero Brasil    ,0,train
graças deu,1,train
feminista lei armamento ahhh,0,train
pra tombar,1,train
homenagem lindíssimo Isabel Ribeiro    parabéns username equipe,1,train
n acreditar perder sandy  ,0,train
edecasa feliz dia mãe beijo mãe    55357  ,1,train
frango passarinho gordura hummm maisvocê,1,train
hoje,1,train
username maravilhosaaa,1,train
gostar michele ultimamente ficar marromeno,0,train
username saudade injusto sair chato mírian ficar ei empresta sapatinho masterchefbr,0,train
criança fofa apaixonar encontro,1,train
preguico quadro funkeiro,0,train
George clooney crush fátima hahaha,1,train
cara anjo nicola amooor beijoo pra ota sophia,1,train
username adorar frase   gente ir comer abobora tô kkkk maisvoce username,1,train
gostar música   ritmo irmã galvão maravilhoso,1,train
eh claudia raia ahhr nao esquecer piadoca joca rsrsrsrs beijo linr joca ota,1,train
tô rir maiara maraíso falar várias merr,1,train
filho serginho vontade morder,1,train
cantor pf muder ritmo música  ,0,train
amanhã homenagem eu ir morrer afogar lágrima durmo,0,train
edecasa lavar mão comer,1,train
pena to feliz yuko ficar,1,train
azul lascar    ,0,train
caralhar q susto,0,train
rainha username  ,1,train
fome crescendooo,0,train
senhora corrigir irmã falar kkkk parecer humorista invés cantora encontro,1,train
username alho comprar detestar edecasa,0,train
João Vicente homem postar sair correr,1,train
  conversacombial maiaraemaraisanobial,1,train
tô achar legal maneira tratar tema caber á ninguém idade mulher,0,train
gente amo yoki victor,1,train
vanessa mata maravilhoso,1,train
lir família serginho,1,train
leo prestar hein,0,train
vitor v chato achar rs,0,train
casal ta vivo porrraaa beijo,0,train
veem gente  ,1,train
depilação sardinha,0,train
amor sienna fofa  ,1,train
achar digno resumo marco falar lacrador dançar tchan,1,train
poder chorar crush vulgo vitor b eliminar   ,0,train
leo querer q ana saísseq sair n fazer p elea Bixa pratoarrasoufoi bom pisar embuste,0,train
edecasa risar falso chegar náuseo,0,train
otimista saber merda prefiro acreditar sair algum positivo,1,train
amo encontro falar racismo negro raçer ai,1,train
maisvocê cena lata hilar kkk,1,train
ver magrão tts bater saudade magrão exdiretor extinto passaourepassir em é gente    ,0,train
deborah ana luizar victor b,1,train
episódio errado miriam leonardo ganhar prova,0,train
sugerir adjetivo maravilhosa apresentador incrível surpreendente adorável encantador apaixonante,1,train
irmã galvão arrasar salto simpático encontro,1,train
dougla sair levar melissas feio junto volta pro ldrv,0,train
saída douglas épico figurar masterchefbr,0,train
fogaça lir pra carai,1,train
beijo feliz dia Mães Sogra coração mãe username criar meninão   ,1,train
to conformado saída vitor b,0,train
gata username username username bom comediante morrer rir altashora,1,train
liiindiiinho thomasss,1,train
fiz brigadeiro olhar dar certo hj saiar,0,train
adorar  ,1,train
perfeito atriz maravilhoso,1,train
maiaro maraisa  ,1,train
tema encontro mexer mt cmg passar desejar ninguém,0,train
maisvocê pijama unicórnio tbm,1,train
feliz dia Mães filha sarah edecasa,1,train
nham   qnt comer gostoso,1,train
username,1,train
to torcer pro time verde,1,train
maiaro maraisa ótima hahahaha,1,train
maisvocê gostar de eles humor Brasil gostar,1,train
username number assistir number trabalhar aff,0,train
tô adorar programa username hoje inovação roupa ana Maria maisvoce,1,train
inteligência padre fábio Melo apaixonante  ,1,train
esperar coisa começar melhorar verdade,1,train
receber gps ídolo caso perder username,0,train
tá fofo hj,1,train
sophiar abrahão ruim q cantor blogueiro atriz apresentador,0,train
plateia n animar tchan pq td cotar,0,train
acreditar vitor b sair coração chorar,0,train
assistir episódio number mirian irritar achar idade,0,train
username venero pai,1,train
mostrar prato belém vir desgraça pro participante kkk aguentar forte masterchefbr,0,train
dia pra superar eliminação,0,train
passar roupa serio unico casa q mae pai   sobrar p eu msm triste,0,train
episodior tenso username história,0,train
começar amém,1,train
de aí chegar pra almoçar arnaldoantune amo paixão musicalidade cara,1,train
username username ter sair viado fofo  ,0,train
pgm ruim em é prefiro mulher gazeta,0,train
morro rir username kkk,1,train
belo Gil natureba crer casaco couro ecológico,0,train
  ai gente masterchef deixar nervoso emocionante em é,0,train
gente lindar filho serginho   altashora,1,train
amo programa vcs Foda   Curitiba amo sophia vc linda   ,1,train
sensacional programa parabéns,1,train
dia deu abençoe manhã masterchefbr,1,train
agrião tar sentir sozinho prato Moqueca,0,train
ver discovery hh feliz programa band apo number h,1,train
username linda ver vc username feliz dia Mães menina mulher dia mãe ouvir vc,1,train
Tiago representar,1,train
mesmo perna username chegar idade de ele,1,train
prato eliminar x xiiihhh,0,train
bico doce arrasar real,0,train
Leonardo necessidade escroto    masterchefbr,0,train
  carolr paixão maravilhosaa,1,train
cibele noiva abandonar inspired,0,train
caso thaís araújo ver nenhum q ninguém comer q gostar   pq oferecer maisvocê,1,train
assunto adoção criança adolescente acabar comigo      ,0,train
ver username derepente username   maravilhoso   username conversacombial,1,train
aih decisão difícil assistir maluma continuar assistir defrentecommaligna ir assistir btb8,0,train
pra tá dizer votar dilma continuar ser culpa bomdiabrasil maivoce jornalnacional jn,0,train
maisvocê começar,1,train
brigar causa perua hahahahaha,0,train
repetir carair,0,train
voz vanessa mata maravilhoso,1,train
fábio Melo cantar tr bala comprovação inferno filial conversacombial,0,train
berro cel zeca pagodinho tocar esquecer tirar som,0,train
leo saia casa,0,train
n acreditar mirer ficar vitor sair cancelaaa,0,train
Joaquim Lopes sophia abrahão apresentar péssir,0,train
adorar treta Christiane Torloni Viva treta,1,train
linr flor edecasa,1,train
fiquei dó mirer parecer sincero c,0,train
username convidir Eriberto leão p   cantarhurricane   furacão   p   poder participar convidado platéia ser bom,1,train
terça feira dia masterchef dia enaltecer fofura yuko,1,train
dougla putar parir,0,train
assisti ver ir programa chatar,0,train
entrevista durar noite pra olhar pro maluma,1,train
leo calar boca,0,train
username username entrar boiola,0,train
santo taís araujo tamber nao come abóbor kkk axé comer abóbora quizila grandeminhar gente maisvoce,1,train
crente nojento perseguir minoria dever assistir padre fábio,0,train
dupla username louco rir maiaraemaraisanobial,1,train
dar ansiedade tema rs conversacombial,0,train
equipe azul ta perder galinha,0,train
ar malikian maravilhososo som violino de ele perfeito,1,train
claro diva fátima bernarde,1,train
deixar moça vácuo maisvocê,0,train
sandy pessoa maravilhoso encontro,1,train
hj ta,1,train
username maluco hahahahahaar,1,train
Maraisaaa a h tá kkk username amo linda maiaraemaraisanobial,1,train
pensar username ta lindar tomar bom vinho frio aguardo mirir sair,0,train
hoje partir ator preferer bom ver paz Nelson xavier,0,train
tar precisar superação igual vitor,1,train
vitor coração,1,train
deu vitor b ta gato hoje,1,train
querer dormir lembrar hoje,1,train
serar hj mirian sair  ,0,train
  username chegar mandar sobremesa justo,0,train
entrar youtube pra assistir pergunto   raio sofia oliveira   ter cílio postiço falso fi,0,train
apaixonar filho username lindooo,1,train
vídeo show graça,0,train
ana maria apresentar note Anote kkkk,0,train
Nelson xavier deixar saudade telinha,0,train
ate q enfim vao decidir birosca masterchefbr,0,train
username nar admiração enorme vc heloísa barriga amar ouvir vc canta espatodea    ,1,train
dia ana Maria amooo taís araújo Lindaaa  ,1,train
username arrasar dançar encontro,1,train
ganhar time roxo time verde,1,train
username parabéns chor ver vc sair pra socorrer volta garra superação épico lir,1,train
santidade dissimular mau username representar amo conversacombial,1,train
bom the noite ano foda hoje,1,train
username colocar pessoa entrevista augusto cury ter mt p falar sozinho mt interromper,0,train
mundo começar ficar doido vc assistir maisvocê lembrar username,0,train
sophiar lindinha videoshowaovivo,1,train
hoje vitor b chorar gritar sorrir sentir orgulho aa to,0,train
ajudar espalhar amor   correspondido   caos dor solidão twitter seguir retr quartadetremurasdv,0,train
Namariiiaaa cabelo  ,0,train
tema ridículo ein Fatima,0,train
n saber q vanessa filho fico saber q velho q morar Espanha interessante,1,train
Carlo Porto cortar cabelo ficar gostoso,1,train
rodrigosantoro talento brasileiro merecer sucesso conversacombial,1,train
amo yuko cerebro pequeno animal epsaçi pra pensar,1,train
maisvocê raiar nome malia,0,train
poder querido linda tato,1,train
fátima rainhar gente videoshowaovivo,1,train
perder fazer coisa acrescentar prato desorganizar comida sair ruim,0,train
Leonaja nao chamar mirian   nooosso,0,train
atriz ivano forçadoquerer arrasa acompanho novelar causa de ele,1,train
quartadetremurasdv fátima doir comparar saí tá ar   humor globo hoje dia triste,0,train
gente cabelo ana maria tar legal miga maisvoce username,0,train
ver vanessadamata username cantar comecinho ano number canto de ela pegar hora,1,train
sandy lindo pó cara Encontro,0,train
fofurinha filho serginho,1,train
username amei programa hoje dormir noite,1,train
menina ano vilela autor   tr bala   escrever preciosidade talento poder ficar esconder conversacombial,1,train
sardinha lata   maionese   cebolar picar   bom prato,1,train
amo,1,train
deu,0,train
username pqp haishauahsuahsusjaudjs,1,train
bene barboso foda thenoite,1,train
oi fátima antirracismo critério kkk,0,train
chegar Terçafeira   ansioso assistir,1,train
tô nervoso prova,0,train
tar bacano hj,1,train
pra mamãe tá céu    ,0,train
vídeo show lembrar diarista,0,train
deu to morrer cachorro atracar pantufa unicórnio namarei ta usar,1,train
gargalhar username maiaraemaraisanobial hahaahaaaha linr   Choocadaaa kkk,1,train
vitor b deixar q pena snif,0,train
preferido reunido ô casa rsrs noite chegar esperado terça username username,1,train
ameir cozinheiro homem cozinhar ser bonito      amar receita,1,train
Belo horizontemg notar videoshowaovivo,1,train
q favorito sair pena sorte sucesso douglas username,0,train
username negócio cor pele    dona Fatima,0,train
padre fabio Melo liturgia rede socio      ,1,train
nabby clifford maravilhoso desembargador concordar amei hoje username,1,train
luto saída username,0,train
maisvocê amo eugênio vontade realização admirar Dan stulbach lir,1,train
coitado sardinha masterchefbr,0,train
linr amo,1,train
carar fátima bernarde símbolo jornalismo nacional hoje tar fazer vexame triste,0,train
nar rei maravilhoso músicar encontro,1,train
Masterchefbr dever ver ana Maria ensinar sardinha panela pressão delicia,0,train
hoje tá irar,1,train
mr brau amo grau lazaro ramo,1,train
aaa Fofo,1,train
vo q sair sala p ngm chorar encontro,0,train
mulher filho,1,train
vanessa mata adiantar esticar cabelo esticar cara altashora,0,train
Augusto cury gosto tô sono,0,train
maiaro maraiso mto amorzinho em e   ahahahr adorar demaisss,1,train
tô chão eliminação,0,train
hoje ta mar,1,train
look arrasador ana Maria braga pantufa unicórnio tbm Maisvoce,1,train
ñ via programa bate papo quintal casa tô amar username acervejo,1,train
acordar feliz lembrar dougla sair mirian ficar tô bad,0,train
odeiar leonardo soubesse sair ninguém mandar cozinha masterchefbr,0,train
victor escolher yuko   masterchefbr,1,train
saudade anime tv globinho,0,train
maluma dms,1,train
username surpreender palavra explicar nao com si muitas expressar,1,train
malumanothenoite pessoa chato mto entrevista thenoiter,0,train
ameir look make username hoje videoshowaovivo,1,train
equipevermelha julguem masterchefbr,1,train
equipeazul tá desorganizado maldição avental azul Bora Time masterchefbr,0,train
devolr vitor b Abel implorer username,0,train
dar água boca,1,train
desconhecer artista querido marco Belutti,1,train
soar estranho referir bial Pedro username,0,train
chor username falar Brasil pqno agricultor brasileiro ep,1,train
fátimar importar aonde trabalher trabalher importante q brilha cê tá linda hj mnd Bjs,1,train
nítido amor carinho serginho Thomas lir,1,train
username super agitar adorar ação rsrsrs,1,train
serginho deu abençoe família programa nota parabéns convidado feliz dia mães,1,train
username maravilhoso,1,train
fear salada azul aparencia ta empatar entrada,0,train
saber aderlize ir sair masterchefbr,1,train
Sigo indico sextadetremurasdv,1,train
gente ridículo expressão misturar sotaque nordestino novela globo,0,train
Cara yuko matar preocupação quanta precisar ouvir q pra cozinha br pqp Mulher,0,train
putar parir ir infartar,0,train
ana Maria Braga representar kkk,1,train
consigo imaginar sardinha frito impossível sair prato masterchef sardinha   ,0,train
sonhar máquina passar dobrar roupa casa maisvocê odeiopassarroupar,0,train
yuko fofa risar de ela engraçar,1,train
importante sentir palavra peso ditas falar poste abrace ame,1,train
emocionado mãe donar ivonete Encontrocomfatima username,1,train
amo sardinha masterchefbr,1,train
gente deixar sair de esse masterchefbr,0,train
number ano praça parabem so levar alegrio publico braisleiro Carlos Alberto,1,train
hoje tar pensar yuko ir sair esperar acontecer apesar gostar victor b Masterchefbr,0,train
mds tpm episódio hj consigo parar chorar,0,train
agr embuste mirian sair,0,train
super fazer sardinha lata ir assumir vertente Pride to be Larica,1,train
username mineirinha Aaa,1,train
murilo bater kbc      q delícer thenoiter,1,train
legal bom programa,1,train
mulher guerreira number filho,1,train
abraço,1,train
hj bixoook,1,train
bial lauro Jardim junto conversa histórico   pra perder mode on quintafeira conversacombial,1,train
assistir padrefabiodemelo excelente talkshow entrevista inteligência humor medida certo,1,train
atento esperar começar ja coloquei miojo fogo,1,train
username username belo presente noite    diálogo maravilhoso,1,train
machismo cara baixar som ridículo gente menino afastar homem componhar ridiculo conversacombial,0,train
engraçar paola jurado participante julgar maneira igual lol ir falar masterchefbr,0,train
vitor b sair nome odin bastar aturar miriam mezanino,0,train
ranço de esse macho ranço,0,train
postar hj pq comemorar saída bixa invejoso masterchefbr Teamleonardo,1,train
odeiar fruto mar comer prato yuko,1,train
quadro memórianacional homenagem si relembrar trabalho estrela vídeoshowaovivo,1,train
entendi contagem,0,train
alguém dê toca pra dougla parar balançar franja hora cozinhar,0,train
desesperado menina ano luizar demor,0,train
fátimar bernarde tuuudo sonho participar encontro Beijos username sucesso,1,train
victor mega chef gente torço superação fofa curto rs masterchefbr,1,train
vídeoshowaovivo otaviano esquecer eu esquecer eu otaviano esquecer mesagem,0,train
morder cotovelo nervoso ver username,0,train
lembro fiquei chocar qr Hebe morrer,0,train
Internet abrir guerra mirian temporada on fire    ,1,train
cantor sertanejo compr kit lenhador hipster queee encontro,0,train
ja dormir perder kkk,1,train
nadessr sair hoje terça ficar decidir masterchefbr danar record,0,train
hoje tenso,0,train
tato rainha bateria noiva kkk,0,train
consigo ficar acordar pra,0,train
legal unicórnio paçoca detonar pantufa ana Maria kkk,1,train
suportar Yuko desculper,0,train
fátima maravilhoso lacradora mulher de esse dona  ,1,train
de r dráuzio varelo pena q falar aposentadoria especial agente penitenciário poder opinar,0,train
deu vitor b pressão pressão tempo,0,train
paolla Oliveira amorzinho,1,train
inconformar username sair,0,train
bene barboso dar aula desarmamento thenoiter,1,train
parabem programa hoje username sensacional thenoite,1,train
